1730588846.105114 server started (63221): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1730588846.105152 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:36 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T6020
1730588846.105162 using libevent 2.1.12-stable select
1730588846.105172 using utf8proc 2.9.0
1730588846.105179 using ncurses 6.5 20240427
1730588846.133655 args_parse: 2 = C-d (type STRING)
1730588846.133658 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1730588846.133664 cmd_parse_build_commands: bind-key -T copy-mode-vi C-d { send-keys -X halfpage-down }
1730588846.133673 cmdq_get_command: [bind-key/0x14982f300] group 1976
1730588846.133675 cmdq_append <global>: [bind-key/0x14982f300]
1730588846.133677 yylex_token: end at WS
1730588846.133678 yylex_token: bind
1730588846.133681 yylex_token: end at WS
1730588846.133682 yylex_token: -Tcopy-mode-vi
1730588846.133684 yylex_token: end at WS
1730588846.133686 yylex_token: C-e
1730588846.133688 yylex_token: end at WS
1730588846.133690 yylex_token: send
1730588846.133691 yylex_token: end at WS
1730588846.133693 yylex_token: -X
1730588846.133695 yylex_token: end at WS
1730588846.133697 yylex_token: scroll-down
1730588846.133699 cmd_parse_build_commands 0:0: bind
1730588846.133701 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.133703 cmd_parse_build_commands 0:2: C-e
1730588846.133704 cmd_parse_build_commands 0:3 0:0: send
1730588846.133706 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133708 cmd_parse_build_commands 0:3 0:2: scroll-down
1730588846.133710 cmd_parse_build_commands 0:0: send
1730588846.133712 cmd_parse_build_commands 0:1: -X
1730588846.133714 cmd_parse_build_commands 0:2: scroll-down
1730588846.133716 args_parse_flags: next -X
1730588846.133718 args_parse_flags: -X
1730588846.133720 args_parse_flags: next scroll-down
1730588846.133722 args_parse: flags end at 2 of 3
1730588846.133723 args_parse: 2 = scroll-down (type STRING)
1730588846.133727 cmd_parse_build_commands: send-keys -X scroll-down
1730588846.133728 args_parse_flags: next -Tcopy-mode-vi
1730588846.133730 args_parse_flag_argument: -T = copy-mode-vi
1730588846.133732 args_parse_flags: next C-e
1730588846.133734 args_parse: flags end at 2 of 4
1730588846.133736 args_parse: 2 = C-e (type STRING)
1730588846.133739 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1730588846.133744 cmd_parse_build_commands: bind-key -T copy-mode-vi C-e { send-keys -X scroll-down }
1730588846.133747 cmdq_get_command: [bind-key/0x14982f820] group 1984
1730588846.133749 cmdq_append <global>: [bind-key/0x14982f820]
1730588846.133750 yylex_token: end at WS
1730588846.133752 yylex_token: bind
1730588846.133754 yylex_token: end at WS
1730588846.133756 yylex_token: -Tcopy-mode-vi
1730588846.133758 yylex_token: end at WS
1730588846.133760 yylex_token: C-b
1730588846.133761 yylex_token: end at WS
1730588846.133763 yylex_token: send
1730588846.133765 yylex_token: end at WS
1730588846.133767 yylex_token: -X
1730588846.133769 yylex_token: end at WS
1730588846.133770 yylex_token: page-up
1730588846.133772 cmd_parse_build_commands 0:0: bind
1730588846.133774 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.133776 cmd_parse_build_commands 0:2: C-b
1730588846.133778 cmd_parse_build_commands 0:3 0:0: send
1730588846.133780 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133781 cmd_parse_build_commands 0:3 0:2: page-up
1730588846.133784 cmd_parse_build_commands 0:0: send
1730588846.133785 cmd_parse_build_commands 0:1: -X
1730588846.133787 cmd_parse_build_commands 0:2: page-up
1730588846.133790 args_parse_flags: next -X
1730588846.133791 args_parse_flags: -X
1730588846.133793 args_parse_flags: next page-up
1730588846.133795 args_parse: flags end at 2 of 3
1730588846.133797 args_parse: 2 = page-up (type STRING)
1730588846.133800 cmd_parse_build_commands: send-keys -X page-up
1730588846.133802 args_parse_flags: next -Tcopy-mode-vi
1730588846.133804 args_parse_flag_argument: -T = copy-mode-vi
1730588846.133805 args_parse_flags: next C-b
1730588846.133807 args_parse: flags end at 2 of 4
1730588846.133809 args_parse: 2 = C-b (type STRING)
1730588846.133812 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1730588846.133817 cmd_parse_build_commands: bind-key -T copy-mode-vi C-b { send-keys -X page-up }
1730588846.133820 cmdq_get_command: [bind-key/0x14982fc80] group 1992
1730588846.133822 cmdq_append <global>: [bind-key/0x14982fc80]
1730588846.133824 yylex_token: end at WS
1730588846.133826 yylex_token: bind
1730588846.133828 yylex_token: end at WS
1730588846.133830 yylex_token: -Tcopy-mode-vi
1730588846.133832 yylex_token: end at WS
1730588846.133836 yylex_token: C-f
1730588846.133838 yylex_token: end at WS
1730588846.133847 yylex_token: send
1730588846.133849 yylex_token: end at WS
1730588846.133851 yylex_token: -X
1730588846.133853 yylex_token: end at WS
1730588846.133855 yylex_token: page-down
1730588846.133858 cmd_parse_build_commands 0:0: bind
1730588846.133860 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.133862 cmd_parse_build_commands 0:2: C-f
1730588846.133864 cmd_parse_build_commands 0:3 0:0: send
1730588846.133866 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133867 cmd_parse_build_commands 0:3 0:2: page-down
1730588846.133870 cmd_parse_build_commands 0:0: send
1730588846.133871 cmd_parse_build_commands 0:1: -X
1730588846.133873 cmd_parse_build_commands 0:2: page-down
1730588846.133876 args_parse_flags: next -X
1730588846.133877 args_parse_flags: -X
1730588846.133879 args_parse_flags: next page-down
1730588846.133881 args_parse: flags end at 2 of 3
1730588846.133883 args_parse: 2 = page-down (type STRING)
1730588846.133886 cmd_parse_build_commands: send-keys -X page-down
1730588846.133888 args_parse_flags: next -Tcopy-mode-vi
1730588846.133890 args_parse_flag_argument: -T = copy-mode-vi
1730588846.133892 args_parse_flags: next C-f
1730588846.133893 args_parse: flags end at 2 of 4
1730588846.133895 args_parse: 2 = C-f (type STRING)
1730588846.133898 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1730588846.133904 cmd_parse_build_commands: bind-key -T copy-mode-vi C-f { send-keys -X page-down }
1730588846.133906 cmdq_get_command: [bind-key/0x14982ff70] group 2000
1730588846.133908 cmdq_append <global>: [bind-key/0x14982ff70]
1730588846.133910 yylex_token: end at WS
1730588846.133912 yylex_token: bind
1730588846.133914 yylex_token: end at WS
1730588846.133916 yylex_token: -Tcopy-mode-vi
1730588846.133918 yylex_token: end at WS
1730588846.133919 yylex_token: C-h
1730588846.133921 yylex_token: end at WS
1730588846.133923 yylex_token: send
1730588846.133925 yylex_token: end at WS
1730588846.133926 yylex_token: -X
1730588846.133928 yylex_token: end at WS
1730588846.133930 yylex_token: cursor-left
1730588846.133932 cmd_parse_build_commands 0:0: bind
1730588846.133934 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.133936 cmd_parse_build_commands 0:2: C-h
1730588846.133938 cmd_parse_build_commands 0:3 0:0: send
1730588846.133939 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133941 cmd_parse_build_commands 0:3 0:2: cursor-left
1730588846.133944 cmd_parse_build_commands 0:0: send
1730588846.133945 cmd_parse_build_commands 0:1: -X
1730588846.133947 cmd_parse_build_commands 0:2: cursor-left
1730588846.133950 args_parse_flags: next -X
1730588846.133951 args_parse_flags: -X
1730588846.133953 args_parse_flags: next cursor-left
1730588846.133955 args_parse: flags end at 2 of 3
1730588846.133957 args_parse: 2 = cursor-left (type STRING)
1730588846.133960 cmd_parse_build_commands: send-keys -X cursor-left
1730588846.133962 args_parse_flags: next -Tcopy-mode-vi
1730588846.133964 args_parse_flag_argument: -T = copy-mode-vi
1730588846.133965 args_parse_flags: next C-h
1730588846.133967 args_parse: flags end at 2 of 4
1730588846.133969 args_parse: 2 = C-h (type STRING)
1730588846.133972 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1730588846.133977 cmd_parse_build_commands: bind-key -T copy-mode-vi C-h { send-keys -X cursor-left }
1730588846.133980 cmdq_get_command: [bind-key/0x149830470] group 2008
1730588846.133982 cmdq_append <global>: [bind-key/0x149830470]
1730588846.133984 yylex_token: end at WS
1730588846.133986 yylex_token: bind
1730588846.133988 yylex_token: end at WS
1730588846.133990 yylex_token: -Tcopy-mode-vi
1730588846.133991 yylex_token: end at WS
1730588846.133993 yylex_token: C-j
1730588846.133995 yylex_token: end at WS
1730588846.133997 yylex_token: send
1730588846.133998 yylex_token: end at WS
1730588846.134000 yylex_token: -X
1730588846.134002 yylex_token: end at WS
1730588846.134004 yylex_token: copy-pipe-and-cancel
1730588846.134006 cmd_parse_build_commands 0:0: bind
1730588846.134010 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.134012 cmd_parse_build_commands 0:2: C-j
1730588846.134014 cmd_parse_build_commands 0:3 0:0: send
1730588846.134016 cmd_parse_build_commands 0:3 0:1: -X
1730588846.134018 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1730588846.134020 cmd_parse_build_commands 0:0: send
1730588846.134022 cmd_parse_build_commands 0:1: -X
1730588846.134024 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1730588846.134026 args_parse_flags: next -X
1730588846.134028 args_parse_flags: -X
1730588846.134030 args_parse_flags: next copy-pipe-and-cancel
1730588846.134032 args_parse: flags end at 2 of 3
1730588846.134034 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1730588846.134037 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1730588846.134039 args_parse_flags: next -Tcopy-mode-vi
1730588846.134041 args_parse_flag_argument: -T = copy-mode-vi
1730588846.134043 args_parse_flags: next C-j
1730588846.134045 args_parse: flags end at 2 of 4
1730588846.134046 args_parse: 2 = C-j (type STRING)
1730588846.134050 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1730588846.134055 cmd_parse_build_commands: bind-key -T copy-mode-vi C-j { send-keys -X copy-pipe-and-cancel }
1730588846.134058 cmdq_get_command: [bind-key/0x149830920] group 2016
1730588846.134060 cmdq_append <global>: [bind-key/0x149830920]
1730588846.134062 yylex_token: end at WS
1730588846.134064 yylex_token: bind
1730588846.134066 yylex_token: end at WS
1730588846.134067 yylex_token: -Tcopy-mode-vi
1730588846.134069 yylex_token: end at WS
1730588846.134071 yylex_token: Enter
1730588846.134073 yylex_token: end at WS
1730588846.134075 yylex_token: send
1730588846.134076 yylex_token: end at WS
1730588846.134078 yylex_token: -X
1730588846.134080 yylex_token: end at WS
1730588846.134082 yylex_token: copy-pipe-and-cancel
1730588846.134084 cmd_parse_build_commands 0:0: bind
1730588846.134086 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.134088 cmd_parse_build_commands 0:2: Enter
1730588846.134090 cmd_parse_build_commands 0:3 0:0: send
1730588846.134092 cmd_parse_build_commands 0:3 0:1: -X
1730588846.134093 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1730588846.134096 cmd_parse_build_commands 0:0: send
1730588846.134097 cmd_parse_build_commands 0:1: -X
1730588846.134099 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1730588846.134102 args_parse_flags: next -X
1730588846.134104 args_parse_flags: -X
1730588846.134105 args_parse_flags: next copy-pipe-and-cancel
1730588846.134107 args_parse: flags end at 2 of 3
1730588846.134109 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1730588846.134113 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1730588846.134115 args_parse_flags: next -Tcopy-mode-vi
1730588846.134116 args_parse_flag_argument: -T = copy-mode-vi
1730588846.134118 args_parse_flags: next Enter
1730588846.134120 args_parse: flags end at 2 of 4
1730588846.134122 args_parse: 2 = Enter (type STRING)
1730588846.134125 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1730588846.134131 cmd_parse_build_commands: bind-key -T copy-mode-vi Enter { send-keys -X copy-pipe-and-cancel }
1730588846.134134 cmdq_get_command: [bind-key/0x149830c00] group 2024
1730588846.134136 cmdq_append <global>: [bind-key/0x149830c00]
1730588846.134138 yylex_token: end at WS
1730588846.134139 yylex_token: bind
1730588846.134141 yylex_token: end at WS
1730588846.134143 yylex_token: -Tcopy-mode-vi
1730588846.134145 yylex_token: end at WS
1730588846.134147 yylex_token: C-u
1730588846.134148 yylex_token: end at WS
1730588846.134150 yylex_token: send
1730588846.134152 yylex_token: end at WS
1730588846.134153 yylex_token: -X
1730588846.134156 yylex_token: end at WS
1730588846.134157 yylex_token: halfpage-up
1730588846.134159 cmd_parse_build_commands 0:0: bind
1730588846.134161 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.134163 cmd_parse_build_commands 0:2: C-u
1730588846.134165 cmd_parse_build_commands 0:3 0:0: send
1730588846.134167 cmd_parse_build_commands 0:3 0:1: -X
1730588846.134171 cmd_parse_build_commands 0:3 0:2: halfpage-up
1730588846.134173 cmd_parse_build_commands 0:0: send
1730588846.134175 cmd_parse_build_commands 0:1: -X
1730588846.134177 cmd_parse_build_commands 0:2: halfpage-up
1730588846.134179 args_parse_flags: next -X
1730588846.134181 args_parse_flags: -X
1730588846.134183 args_parse_flags: next halfpage-up
1730588846.134184 args_parse: flags end at 2 of 3
1730588846.134186 args_parse: 2 = halfpage-up (type STRING)
1730588846.134189 cmd_parse_build_commands: send-keys -X halfpage-up
1730588846.134191 args_parse_flags: next -Tcopy-mode-vi
1730588846.134193 args_parse_flag_argument: -T = copy-mode-vi
1730588846.134195 args_parse_flags: next C-u
1730588846.134197 args_parse: flags end at 2 of 4
1730588846.134198 args_parse: 2 = C-u (type STRING)
1730588846.134201 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1730588846.134206 cmd_parse_build_commands: bind-key -T copy-mode-vi C-u { send-keys -X halfpage-up }
1730588846.134209 cmdq_get_command: [bind-key/0x1498312f0] group 2032
1730588846.134211 cmdq_append <global>: [bind-key/0x1498312f0]
1730588846.134213 yylex_token: end at WS
1730588846.134215 yylex_token: bind
1730588846.134217 yylex_token: end at WS
1730588846.134219 yylex_token: -Tcopy-mode-vi
1730588846.134221 yylex_token: end at WS
1730588846.134222 yylex_token: C-v
1730588846.134224 yylex_token: end at WS
1730588846.134226 yylex_token: send
1730588846.134227 yylex_token: end at WS
1730588846.134229 yylex_token: -X
1730588846.134231 yylex_token: end at WS
1730588846.134233 yylex_token: rectangle-toggle
1730588846.134235 cmd_parse_build_commands 0:0: bind
1730588846.134237 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.134239 cmd_parse_build_commands 0:2: C-v
1730588846.134241 cmd_parse_build_commands 0:3 0:0: send
1730588846.134243 cmd_parse_build_commands 0:3 0:1: -X
1730588846.134244 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1730588846.134247 cmd_parse_build_commands 0:0: send
1730588846.134248 cmd_parse_build_commands 0:1: -X
1730588846.134250 cmd_parse_build_commands 0:2: rectangle-toggle
1730588846.134253 args_parse_flags: next -X
1730588846.134255 args_parse_flags: -X
1730588846.134256 args_parse_flags: next rectangle-toggle
1730588846.134258 args_parse: flags end at 2 of 3
1730588846.134260 args_parse: 2 = rectangle-toggle (type STRING)
1730588846.134263 cmd_parse_build_commands: send-keys -X rectangle-toggle
1730588846.134265 args_parse_flags: next -Tcopy-mode-vi
1730588846.134267 args_parse_flag_argument: -T = copy-mode-vi
1730588846.134269 args_parse_flags: next C-v
1730588846.134271 args_parse: flags end at 2 of 4
1730588846.134272 args_parse: 2 = C-v (type STRING)
1730588846.134276 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1730588846.134281 cmd_parse_build_commands: bind-key -T copy-mode-vi C-v { send-keys -X rectangle-toggle }
1730588846.134284 cmdq_get_command: [bind-key/0x149831600] group 2040
1730588846.134286 cmdq_append <global>: [bind-key/0x149831600]
1730588846.134288 yylex_token: end at WS
1730588846.134290 yylex_token: bind
1730588846.134292 yylex_token: end at WS
1730588846.134294 yylex_token: -Tcopy-mode-vi
1730588846.134295 yylex_token: end at WS
1730588846.134297 yylex_token: C-y
1730588846.134299 yylex_token: end at WS
1730588846.134301 yylex_token: send
1730588846.134302 yylex_token: end at WS
1730588846.134304 yylex_token: -X
1730588846.134306 yylex_token: end at WS
1730588846.134308 yylex_token: scroll-up
1730588846.134310 cmd_parse_build_commands 0:0: bind
1730588846.134312 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.134314 cmd_parse_build_commands 0:2: C-y
1730588846.134315 cmd_parse_build_commands 0:3 0:0: send
1730588846.134317 cmd_parse_build_commands 0:3 0:1: -X
1730588846.134319 cmd_parse_build_commands 0:3 0:2: scroll-up
1730588846.134321 cmd_parse_build_commands 0:0: send
1730588846.134323 cmd_parse_build_commands 0:1: -X
1730588846.134325 cmd_parse_build_commands 0:2: scroll-up
1730588846.134327 args_parse_flags: next -X
1730588846.134329 args_parse_flags: -X
1730588846.134337 args_parse_flags: next scroll-up
1730588846.134339 args_parse: flags end at 2 of 3
1730588846.134341 args_parse: 2 = scroll-up (type STRING)
1730588846.134344 cmd_parse_build_commands: send-keys -X scroll-up
1730588846.134346 args_parse_flags: next -Tcopy-mode-vi
1730588846.134348 args_parse_flag_argument: -T = copy-mode-vi
1730588846.134349 args_parse_flags: next C-y
1730588846.134351 args_parse: flags end at 2 of 4
1730588846.134353 args_parse: 2 = C-y (type STRING)
1730588846.134356 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1730588846.134361 cmd_parse_build_commands: bind-key -T copy-mode-vi C-y { send-keys -X scroll-up }
1730588846.134364 cmdq_get_command: [bind-key/0x149831b20] group 2048
